id,name,long_name,battle_requirement,first_clear_reward,acquire_cost,resource_requirement,ship_choice_class,ship_cost_requirement,resource_reward,upgrade_is_temporary,contribution_upgrade,hazard
g8_b5,B5,,galaxy8_battle5,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy8FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":1000,""interval"":1,""volley_size"":9}],""nodes_effected"":[{""fleet_event"":""g8_b4""}],""repeat"":false,""type"":""laser_volley""},{""damage_details"":[{""damage"":1000,""interval"":1,""volley_size"":24}],""nodes_effected"":[{""fleet_event"":""g8_b6""}],""repeat"":false,""type"":""laser_volley""},{""damage_details"":[{""damage"":500,""interval"":2,""volley_size"":1}],""nodes_effected"":[{""fleet_event"":""g8_b5""}],""repeat"":true,""type"":""laser_volley""}]"
g8_b6,B6,,galaxy8_battle6,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy8FleetScrap""}]",false,,
g8_fs_stats1,S1,,,[],,[],,,[],false,G8Battle,
g8_patrol3,PM1,,,[],,[],,medium,[],false,,
g8_b7,B7,,galaxy8_battle7,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy8FleetScrap""}]",false,,
g8_b8,B8,,galaxy8_battle8,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy8FleetScrap""}]",false,,
g8_patrol4,PM2,,,[],,[],,medium,[],false,,
g8_fs_maxfr2,R2,,,[],,[],,,[],false,G8FRMax,
g8_b9,B9,,galaxy8_battle9,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy8FleetScrap""}]",false,,
g8_fr_lsc1,L1,,,[],,"[{""amount"":20,""resource"":""galaxy8FleetResources""}]",light,,[],true,,
g8_fr_a2,A2,,,[],,"[{""amount"":50,""resource"":""galaxy8FleetResources""}]",,,"[{""amount"":50,""resource"":""galaxy8Artifact""}]",true,,
g8_b10,B10,,galaxy8_battle10,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy8FleetScrap""}]",false,,
g8_db1,D1,,,[],,"[{""amount"":200,""reduction_per_visit"":0.5,""resource"":""galaxy8FleetResources""}]",,,"[{""amount"":20,""resource"":""galaxy8FleetScrap""}]",true,,
g8_fs_maxfr3,R3,,,[],,[],,,[],false,G8FRMaxHigh,
g8_b11,B11,,galaxy8_battle11,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy8FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":4,""interval"":0.1,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g8_b7""}],""repeat"":true,""type"":""damage_per_second""},{""damage_details"":[{""damage"":50,""interval"":4,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g8_b11""}],""repeat"":true,""type"":""damage_per_second""}]"
g8_heavy_cruiser_start,HL,Heavy Cruiser Localized Printer,,[],,[],,,[],false,G8HeavyCruiserStart,
g8_b12,B12,,galaxy8_battle12,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy8FleetScrap""}]",false,,[]
g8_cruiser_start,CL,Cruiser Localized Printer,,[],,[],,,[],false,G8CruiserStart,[]
g8_b13,B13,,galaxy8_battle13,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy8FleetScrap""}]",false,,"[{""grid_buff_details"":[{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDamage"",""grid_x"":0,""grid_y"":3}],""nodes_effected"":[{""fleet_event"":""g8_b10""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g8_b12""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridFireRate"",""grid_x"":1,""grid_y"":3},{""grid_buff"":""GridFireRate"",""grid_x"":1,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g8_b13""}],""repeat"":false,""type"":""grid_buff""}]"
g8_fs_stats2,S2,,,[],,[],,,[],false,G8BattleHigh,
g8_b14,B14,,galaxy8_battle14,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy8FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":8,""interval"":0.1,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g8_b14""}],""repeat"":true,""type"":""damage_per_second""}]"
g8_support_1,F1,,,[],"[{""amount"":300,""resource"":""galaxy8FleetResources""}]","[{""amount"":40,""resource"":""galaxy8FleetResources""}]",,,[],true,,"[{""damage_details"":[{""damage"":5000,""interval"":4,""volley_size"":6}],""nodes_effected"":[{""fleet_event"":""g8_b15""}],""repeat"":false,""type"":""laser_volley""},{""nodes_effected"":[{""fleet_event"":""g8_b16""}],""reinforcement_details"":[{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":0,""ship"":""Fighter"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":1,""ship"":""Fighter"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":3,""ship"":""Fighter"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":0,""grid_y"":4,""ship"":""Fighter"",""time_spawning"":1,""total_time_to_spawn"":2}],""repeat"":false,""type"":""reinforcements""},{""grid_buff_details"":[{""grid_buff"":""GridDoubleBarrier"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridDoubleBarrier"",""grid_x"":1,""grid_y"":4},{""grid_buff"":""GridDoubleTap"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDoubleTap"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDoubler"",""grid_x"":2,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g8_b17""}],""repeat"":false,""type"":""grid_buff""}]"
g8_b15,B15,,galaxy8_battle15,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy8FleetScrap""}]",false,,[]
g8_b16,B16,,galaxy8_battle16,"[{""upgrade"":""G8TransitSpeed""}]",,[],,,"[{""amount"":30,""resource"":""galaxy8FleetScrap""}]",false,,
g8_b17,B17,,galaxy8_battle17,"[{""upgrade"":""G8UnlockUTLevel""},{""upgrade"":""G8TransitFinal""}]",,[],,,"[{""amount"":70,""resource"":""galaxy8FleetScrap""}]",false,,"[{""grid_buff_details"":[{""grid_buff"":""GridHP"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridHP"",""grid_x"":1,""grid_y"":3},{""grid_buff"":""GridTeleport"",""grid_x"":2,""grid_y"":0},{""grid_buff"":""GridTeleport"",""grid_x"":2,""grid_y"":4},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":2},{""grid_buff"":""GridDoubler"",""grid_x"":2,""grid_y"":1},{""grid_buff"":""GridDoubler"",""grid_x"":2,""grid_y"":3}],""nodes_effected"":[{""fleet_event"":""g8_b17""}],""repeat"":false,""type"":""grid_buff""}]"
g8_fr_a3,A3,,,[],,"[{""amount"":25,""resource"":""galaxy8FleetResources""}]",,,"[{""amount"":25,""resource"":""galaxy8Artifact""}]",false,,
g9_b1,B1,,galaxy9_battle1,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy9FleetScrap""}]",false,,
g9_gf,GF,,,[],,[],,,[],false,G9Foothold,
g9_fs_maxfr1,R1,,,[],,[],,,[],false,G9FRMaxLow,
g9_support_1,F1,,,[],"[{""amount"":120,""resource"":""galaxy9FleetResources""}]","[{""amount"":30,""resource"":""galaxy9FleetResources""}]",,,[],true,,"[{""damage_details"":[{""damage"":300,""interval"":2,""volley_size"":5}],""nodes_effected"":[{""fleet_event"":""g9_b3""}],""repeat"":false,""type"":""laser_volley""},{""damage_details"":[{""damage"":10,""interval"":1,""volley_size"":3}],""nodes_effected"":[{""fleet_event"":""g9_b4""}],""repeat"":true,""type"":""laser_volley""}]"
g9_b2,B2,,galaxy9_battle2,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fr_a1,A1,,,[],,"[{""amount"":25,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":25,""resource"":""galaxy9Artifact""}]",true,,
g9_b3,B3,,galaxy9_battle3,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy9FleetScrap""}]",false,,
g9_b4,B4,,galaxy9_battle4,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":10,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fs_stats1,S1,,,[],,[],,,[],false,G9Battle,
g9_db1,D1,,,[],,"[{""amount"":100,""reduction_per_visit"":0.5,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":15,""resource"":""galaxy9FleetScrap""}]",true,,
g9_b5,B5,,galaxy9_battle5,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fr_a2,A2,,,[],,"[{""amount"":25,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":25,""resource"":""galaxy9Artifact""}]",true,,
g9_b6,B6,,galaxy9_battle6,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy9FleetScrap""}]",false,,
g9_b7,B7,,galaxy9_battle7,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy9FleetScrap""}]",false,,"[{""nodes_effected"":[{""fleet_event"":""g9_b6""}],""reinforcement_details"":[{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":1,""ship"":""EnemyShotgunShield"",""time_spawning"":1,""total_time_to_spawn"":5},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":2,""ship"":""EnemyShotgunShield"",""time_spawning"":1,""total_time_to_spawn"":5},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":1,""grid_y"":3,""ship"":""EnemyShotgunShield"",""time_spawning"":1,""total_time_to_spawn"":5}],""repeat"":false,""type"":""reinforcements""},{""nodes_effected"":[{""fleet_event"":""g9_b7""}],""reinforcement_details"":[{""difficulty_mod"":1.5,""difficulty_type"":""Replace"",""grid_x"":0,""grid_y"":2,""ship"":""EnemyMediumArmor"",""time_spawning"":1,""total_time_to_spawn"":5}],""repeat"":true,""type"":""reinforcements""},{""nodes_effected"":[{""fleet_event"":""g9_b9""}],""reinforcement_details"":[{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":0,""grid_y"":1,""ship"":""EnemyMIronclad"",""time_spawning"":2,""total_time_to_spawn"":4},{""difficulty_mod"":1,""difficulty_type"":"""",""grid_x"":0,""grid_y"":3,""ship"":""EnemyMIronclad"",""time_spawning"":2,""total_time_to_spawn"":4}],""repeat"":false,""type"":""reinforcements""}]"
g9_b8,B8,,galaxy9_battle8,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy9FleetScrap""}]",false,,
g9_cruiser_particle_cannon,PC,Particle Cannon Foundry,,[],,[],,,[],false,G9CruiserParticleCanon,
g9_b9,B9,,galaxy9_battle9,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":15,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fs_maxfr2,R2,,,[],,[],,,[],false,G9FRMaxMid,
g9_fr_msc1,M1,,,[],,"[{""amount"":40,""resource"":""galaxy9FleetResources""}]",medium,,[],true,,
g9_b10,B10,,galaxy9_battle10,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fs_stats2,S2,,,[],,[],,,[],false,G9BattleMid,
g9_fr_a3,A3,,,[],,"[{""amount"":50,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":50,""resource"":""galaxy9Artifact""}]",true,,
g9_b11,B11,,galaxy9_battle11,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy9FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":8,""interval"":0.5,""volley_size"":0}],""nodes_effected"":[{""fleet_event"":""g9_b11""}],""repeat"":true,""type"":""damage_per_second""}]"
g9_patrol_l1,PL1,,,[],,[],,light,[],false,,
g9_b12,B12,,galaxy9_battle12,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy9FleetScrap""}]",false,,
g9_patrol_m1,PM1,,,[],,[],,medium,[],false,,
g9_b13,B13,,galaxy9_battle13,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":20,""resource"":""galaxy9FleetScrap""}]",false,,"[{""grid_buff_details"":[{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":0},{""grid_buff"":""GridTeleport"",""grid_x"":1,""grid_y"":4},{""grid_buff"":""GridFireRate"",""grid_x"":0,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g9_b13""}],""repeat"":false,""type"":""grid_buff""},{""grid_buff_details"":[{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":0},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridDoubler"",""grid_x"":1,""grid_y"":1},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridDoubler"",""grid_x"":1,""grid_y"":3},{""grid_buff"":""GridDoubler"",""grid_x"":0,""grid_y"":4}],""nodes_effected"":[{""fleet_event"":""g9_b14""}],""repeat"":false,""type"":""grid_buff""}]"
g9_b14,B14,,galaxy9_battle14,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fs_maxfr3,R3,,,[],,[],,,[],false,G9FRMaxHigh,
g9_support_2,F2,,,[],"[{""amount"":300,""resource"":""galaxy9FleetResources""}]","[{""amount"":50,""resource"":""galaxy9FleetResources""}]",,,[],true,,"[{""nodes_effected"":[{""fleet_event"":""g9_b15""}],""reinforcement_details"":[{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":1,""grid_y"":0,""ship"":""Cruiser"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":1,""grid_y"":1,""ship"":""Cruiser"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":1,""grid_y"":3,""ship"":""Cruiser"",""time_spawning"":1,""total_time_to_spawn"":2},{""difficulty_mod"":0,""difficulty_type"":"""",""grid_x"":1,""grid_y"":4,""ship"":""Cruiser"",""time_spawning"":1,""total_time_to_spawn"":2}],""repeat"":false,""type"":""reinforcements""},{""damage_details"":[{""damage"":110,""interval"":1,""volley_size"":40}],""nodes_effected"":[{""fleet_event"":""g9_b16""}],""repeat"":false,""type"":""laser_volley""},{""grid_buff_details"":[{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":1},{""grid_buff"":""GridBarrier"",""grid_x"":0,""grid_y"":3},{""grid_buff"":""GridSuperCharge"",""grid_x"":0,""grid_y"":2}],""nodes_effected"":[{""fleet_event"":""g9_b17""}],""repeat"":false,""type"":""grid_buff""}]"
g9_db2,D2,,,[],,"[{""amount"":150,""reduction_per_visit"":0.5,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":20,""resource"":""galaxy9FleetScrap""}]",true,,
g9_b15,B15,,galaxy9_battle15,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fr_a4,A4,,,[],,"[{""amount"":50,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":50,""resource"":""galaxy9Artifact""}]",true,,
g9_fs_stats3,S3,,,[],,[],,,[],false,G9BattleHigh,
g9_b16,B16,,galaxy9_battle16,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy9FleetScrap""}]",false,,
g9_b17,B17,,galaxy9_battle17,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":30,""resource"":""galaxy9FleetScrap""}]",false,,"[{""damage_details"":[{""damage"":250,""interval"":2,""volley_size"":5}],""nodes_effected"":[{""fleet_event"":""g9_b17""}],""repeat"":true,""type"":""laser_volley""},{""damage_details"":[{""damage"":500,""interval"":2,""volley_size"":35}],""nodes_effected"":[{""fleet_event"":""g9_b18""}],""repeat"":true,""type"":""laser_volley""}]"
g9_fr_a5,A5,,,[],,"[{""amount"":200,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":200,""resource"":""galaxy9Artifact""}]",true,,
g9_b18,B18,,galaxy9_battle18,"[{""upgrade"":""G9TransitSpeed""}]",,[],,,"[{""amount"":25,""resource"":""galaxy9FleetScrap""}]",false,,
g9_b19,B19,,galaxy9_battle19,"[{""upgrade"":""G9UnlockUTLevel""},{""upgrade"":""G9TransitFinal""}]",,[],,,"[{""amount"":25,""resource"":""galaxy9FleetScrap""}]",false,,
g9_bb1,BB1,,galaxy9_basebattle1,"[{""upgrade"":""G9DischargeUpgrade""}]",,[],,,"[{""amount"":25,""resource"":""galaxy9FleetScrap""}]",false,,
g9_fr_a6,A6,,,[],,"[{""amount"":25,""resource"":""galaxy9FleetResources""}]",,,"[{""amount"":25,""resource"":""galaxy9Artifact""}]",false,,
